Species,Platform,Name,Assays,Casey's Y/N as of 2/8,Proc
plasmodium falciparum,A-GEOD-7493,ZB/SBS-NTU Plasmodium falciparum 3D7 10.4K v1.0,450,,
mus musculus,A-GEOD-13767,Agilent Mouse 60K lincRNA Array,449,,
solanum lycopersicum,A-AFFY-87,Affymetrix GeneChip Tomato Genome Array [Tomato],449,,
helicobacter pylori,A-SMDB-906,SMD Helicobacter pylori Array HP_Hutcharray_6-03,448,,
oncorhynchus mykiss,A-GEOD-2716,GRASP 16K version 2,448,,
homo sapiens,A-MEXP-503,Applied Biosystems Human Genome Survey Microarray v2.0,447,,
mus musculus,A-NCMF-3,NCMF Mouse MO.32k,446,,
homo sapiens,A-MEXP-2223,IGR_Agilent_Human_244K_Exonv3,442,,
arabidopsis thaliana,A-TIGR-4,"TIGR Arabidopsis whole genome array design, IAS_ROS1",440,,
Multiple,A-GEOD-15033,Arborea spruce 32K,439,,
mus musculus,A-GEOD-15887,NimbleGen Mouse gene expression array [100718_MM9_EXP] (gene-level version),439,,
plasmodium falciparum,A-GEOD-11248,ZB/SBS-NTU Plasmodium falciparum 3D7 11.4K v1.1,439,,
saccharomyces cerevisiae,A-MEXP-1440,Agilent Yeast Oligo Microarray (V2) 013384 G4140B,439,,
homo sapiens,A-MEXP-798,Vigilent-Homo sapiens-Tox-Focused-51-genes-array,438,,
mus musculus,A-AFFY-8,Affymetrix GeneChip Murine Genome U74Bv2 [MG_U74Bv2],435,,
mus musculus,A-GEOD-18609,"miRCURY LNA microRNA Array, 5th and 7th generation combined - hsa, mmu & rno (miRBase 19.0)",432,,
homo sapiens,A-GEOD-11670,Affymetrix Human Genome U133 Plus 2.0 Array [Hs133P_Hs_ENTREZG.cdf],423,,
dictyostelium discoideum,A-MEXP-161,BCM-Shaulsky Dictyostelium discoideum 7744 gene array 2005,419,,
homo sapiens,A-GEOD-10332,Agilent-026652 Whole Human Genome Microarray 4x44K v2 (Feature Number version),419,,
Multiple,A-AFFY-141,Affymetrix GeneChip Human Gene 1.0 ST Array [HuGene-1_0-st-v1],418,,
homo sapiens,A-GEOD-18402,Agilent-046064 Unrestricted_Human_miRNA_V19.0_Microarray (miRNA ID version),418,,
homo sapiens,A-GEOD-19824,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [hugene10st_Hs_ENTREZG, Brainarray v18]",417,,
homo sapiens,A-GEOD-7759,Operon human v3 ~35K 70-mer two-color oligonucleotide microarrays.,415,,
homo sapiens,A-AFFY-72,Affymetrix GeneChip Human Genome HG-U133A [HG-U133A],415,,
homo sapiens,A-GEOD-15159,Agilent-031181 Unrestricted_Human_miRNA_V16.0_Microarray 030840 (Probe Name version),413,,
homo sapiens,A-GEOD-13534,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (85 cols x 532 rows),413,,
carpus carpio,A-MEXP-127,"Liverpool-Cossins-Cyprinus carpio-13,349",412,,
homo sapiens,A-GEOD-14663,Affymetrix Human Genome U133 Plus 2.0 Array [Hs133P_Hs_ENTREZG.cdf],412,,
saccharomyces cerevisiae,A-GEOD-9825,Agilent Yeast Gene Expression 8x15K Microarray (Agilent-016322),409,,
zea mays,A-GEOD-10837,Maize Pioneer Hi-Bred 105K mRNA Microarray,406,,
homo sapiens,A-GEOD-6604,HG17_HELP_Promoter,403,,
homo sapiens,A-GEOD-8583,Agendia_DiscoverPrint_v2,403,,
staphylococcus aureus,A-AFFY-147,Affymetrix GeneChip S. aureus Genome Array [S_aureus],401,,
homo sapiens,A-AFFY-44,Illumina HumanCNV370-QuadV3 DNA Analysis BeadChip (HumanCNV370-QuadV3_C),399,,
bos taurus,A-MEXP-1781,BOMC Bos taurus OligoArray 24K v1.1.X,398,,
homo sapiens,A-GEOD-11487,Agilent-021827 Human miRNA Microarray [miRNA_107_Sep09_2_105],398,,
triticum aestivum,A-MTAB-600,8x60k Agilent custom wheat and F. graminearum microarray (Agilent design ID 031677),397,,
arabidopsis thaliana,A-GEOD-16132,CATMA Arabidopsis V4 TAIR V9 spotted cDNA array,396,,
homo sapiens,A-GEOD-13916,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray ENSG Version 14.1],396,,
rattus norvegicus,A-GEOD-11534,[RaGene-1_1-st] Affymetrix Rat Gene 1.1 ST Array [transcript (gene) version],394,,
thermus thermophilus hb8,A-GEOD-9209,"Riken Thermus thermophilus HB8 4K mRNA custom array, library Rev.2",394,,
homo sapiens,A-GEOD-6602,HG17_HELP_Promoter,393,,
Multiple,A-AFFY-47,Affymetrix GeneChip Yeast Genome 2.0 Array [Yeast_2],392,,
pimephales promelas,A-GEOD-9248,Agilent-019597 FHM_Denslow_8x15K,392,,
homo sapiens,A-GEOD-14943,Agilent-029297 Human miRNA Microarray (Feature Number version),391,,
anopheles gambiae,A-AFFY-102,Affymetrix GeneChip Plasmodium/Anopheles Genome Array,390,,
homo sapiens,A-MEXP-1259,Chang_Gong_chip_3,390,,
homo sapiens,A-AGIL-11,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (85 cols x 532 rows),388,,
homo sapiens,A-GEOD-13667,Illumina HumanHT-12 v3.0 Expression BeadChip,385,,
homo sapiens,A-GEOD-10406,"Agilent-021827 Human miRNA Microarray Rel12.0, v3.0, 8x15k array (Feature Number version)",385,,
oryza sativa japonica group,A-AFFY-126,Affymetrix GeneChip Rice Genome Array [Rice],385,,
Multiple,A-GEOD-9554,Songbird Neurogenomics Initiative 20K Array,384,,
strongylocentrotus purpuratus,A-GEOD-13644,Duke/Wray Strongylocentrotus purpuratus 384-v1,382,,
Multiple,A-GEOD-13769,NimbleGen 090807 H. erato tile and expr HX12 V1.0,381,,
homo sapiens,A-MEXP-1654,Phalanx OneArray Whole Human Genome Microarray,381,,
homo sapiens,A-MEXP-1125,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (266 cols x 170 rows),381,,
arabidopsis thaliana,A-MTAB-625,NanoString nCounter Arabidopsis (Source Data 2),380,,
homo sapiens,A-GEOD-16043,GeneChip PrimeView Human Gene Expression Array (with External spike-in RNAs),379,,
homo sapiens,A-MEXP-1519,"Exiqon miRCURY LNA microRNA Array v.11.0 - hsa, mmu & rno, miRBase 12.0 annotation",376,,
homo sapiens,A-GEOD-8176,National Engineering Research Center mammalian microRNA microarray,375,,
homo sapiens,A-GEOD-6985,Illumina HumanCNV370-QuadV3 DNA Analysis BeadChip (HumanCNV370-QuadV3_C),375,,
mycobacterium tuberculosis,A-BUGS-23,BuG@S M.tuberculosis / M.bovis 10944 TBv2_1_1,375,,
homo sapiens,A-GEOD-8227,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (85 cols x 532 rows),372,,
homo sapiens,A-MEXP-2246,"Affymetrix GeneChip Human Exon 1.0 ST Array version 2, [HuEx-1_0-st-v2]",372,,
homo sapiens,A-AFFY-9,Affymetrix GeneChip Human Genome U95A [HG_U95A],371,,
mus musculus,A-AFFY-130,Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2],371,,
homo sapiens,A-AFFY-33,Affymetrix GeneChip HT Human Genome U133A HT_HG-U133A,370,,
xenopus laevis,A-AFFY-62,Affymetrix GeneChip Xenopus laevis Genome Array [Xenopus_laevis],370,,
Multiple,A-GEOD-11064,"J.Kim Yeast Operon (2005,2006,2007)",369,,
homo sapiens,A-GEOD-10295,Illumina human-6 v2.0 expression beadchip (using nuIDs as identifier),369,,
eisenia fetida,A-GEOD-9420,Agilent-021219 New15K60mer-EfetidaArray,368,,
saccharomyces cerevisiae,A-GEOD-5915,UWAPG Yeast 6K v1.0,368,,
crassostrea gigas,A-GEOD-11353,Oyster Crassostrea gigas microarray v1,365,,
triticum aestivum,A-GEOD-15156,FGAS/USDA/ACPFG-Wheat-17K-v1.0,365,,
homo sapiens,A-AFFY-141,[miRNA-1_0] Affymetrix miRNA Array,364,,
homo sapiens,A-GEOD-19099,[HG-U219] Affymetrix Human Genome U219 Array [CDF: Brainarray HGU219_Hs_ENTREZG_17.0.0],364,,
homo sapiens,A-AFFY-44,Agilent Human Genome CGH Microarray 244A 014693,363,,
mus musculus,A-GEOD-8786,[miRNA-1_0] Affymetrix miRNA Array,363,,
mus musculus,A-AFFY-36,Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2],363,,
Multiple,A-GEOD-9803,"SynComm1: Synthetic Human Gut Community GeneChip, v1.0",361,,
viruses,A-GEOD-3429,Viro3,361,,
macaca fascicularis,A-AFFY-33,Affymetrix GeneChip Human Genome HG-U133A [HG-U133A],360,,
homo sapiens,A-GEOD-5345,SWEGENE_BAC_32K_Full,359,,
homo sapiens,A-MEXP-1564,Illumina HumanRef-8 WG-DASL v3 Expression BeadChip,357,,
homo sapiens,A-GEOD-20769,Agilent-014850 Whole Human Genome Microarray 4x44K G4112F (Gene Symbol Version; updated July 2014),357,,
mus musculus,A-GEOD-4937,GSF/IEG mouse 21K array (+RZPD),356,,
staphylococcus aureus,A-BUGS-17,BuG@S S.aureus 9248 SAv1_1_0,356,,
homo sapiens,A-AFFY-107,Affymetrix GeneChip Human Genome U133 Plus 2.0 [HG-U133_Plus_2],355,,
halobacterium sp. nrc-1,A-GEOD-3739,ISB Halobacterium Spotted Microarray,354,,
rattus norvegicus,A-GEOD-13115,Sigma/Compugen custom rat 70-mer oligonucleotide 8k microarray,354,,
mus musculus,A-AFFY-119,Affymetrix Custom Array - NuGO_Mm1a520177,352,,
mus musculus,A-GEOD-16339,NimbleGen Mus musculus MM8 Expression Array (12x135k),351,,
rattus norvegicus,A-AFFY-18,Affymetrix GeneChip Rat Genome U34C [RG_U34C],351,,
gasterosteus aculeatus,A-MEXP-1443,Threespine Stickleback -Agilent GE 4x44K v1,349,,
homo sapiens,A-GEOD-11095,[GLYCOv3_Hs] Custom Affymetrix Glyco v3 GeneChip,349,,
homo sapiens,A-GEOD-22111,Genentech glioblastoma custom panel GBM_GNE_C1954,349,,
homo sapiens,A-MEXP-1950,Agilent Human miRNA Microarray Kit (V3) 8x15K G4470C,349,,
sus scrofa,A-GEOD-16524,Agilent-037880/INRA Sus scrofa 60K v1 (enriched array with immune system muscle and adipose tissue genes),349,,
arabidopsis thaliana,A-MEXP-274,CATMA Arabidopsis thaliana 23K array v2.4,345,,
zea mays,A-GEOD-3333,SAM3.0,345,,
homo sapiens,A-AFFY-33,Affymetrix GeneChip Human Genome U95Av2 [HG_U95Av2],342,,
gallus gallus,A-GEOD-5480,ARK-Genomics G. gallus 20K v1.0,341,,
Multiple,A-AFFY-130,Affymetrix GeneChip Mouse Gene 1.0 ST Array [MoGene-1_0-st-v1],340,,
homo sapiens,A-GEOD-14877,"Affymetrix Human Genome U133 Plus 2.0 Array [Brainarray Version 13, HGU133Plus2_Hs_ENTREZG]",339,,
arabidopsis thaliana,A-MEXP-228,CATMA2.2_URGV-Arabidopsis_thaliana-25k-1,338,,
homo sapiens,A-GEOD-13607,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (85 cols x 532 rows),337,,
homo sapiens,A-AFFY-10,Affymetrix GeneChip Human Genome U95Av2 [HG_U95Av2],336,,
thermus thermophilus hb8,A-GEOD-4902,Riken Thermus thermophilus HB8 4K mRNA array,336,,
homo sapiens,A-GEOD-9793,"Affymetrix Human Exon 1.0 ST Array [CDF: HuEx-1_0-st-v2,coreR3,A20071112,EP]",335,,
mus musculus,A-GEOD-13493,Agilent-021828 Unrestricted Mouse miRNA Microarray (V2) (miRNA_ID version),335,,
homo sapiens,A-GEOD-13243,[HuGene10stv1_Hs_ENSG] Affymetrix GeneChip Human Gene 1.0 ST Array [Brainarray Version 11.0.1],334,,
homo sapiens,A-GEOD-15018,Agilent-031181 Unrestricted_Human_miRNA_V16.0_Microarray 030840,334,,
mus musculus,A-GEOD-19575,Illumina MouseRef-8 v2.0 expression beadchip (ILMN_SYMBOL),333,,
Multiple,A-GEOD-16432,NimbleGen Burkholderia pseudomallei K96243 385K tiling array [071211_BPK96243_CO_Tiling],332,,
rattus norvegicus,A-AFFY-19,Affymetrix GeneChip Rat Genome U34C [RG_U34C],331,,
Multiple,A-MAXD-12,Birmingham Platichthys flesus 28K GENIPOL1,330,,
homo sapiens,A-GEOD-14722,microRNA array,330,,
homo sapiens,A-AFFY-11,Affymetrix GeneChip Human Genome U95Av2 [HG_U95Av2],330,,
homo sapiens,A-GEOD-9188,"Affymetrix GeneChip Human Genome U133A 2.0 Array [CDF: Brainarray Version 10, Hs133Av2_Hs_ENTREZG]",329,,
daphnia pulex,A-GEOD-11278,NimbleGen Daphnia pulex Expression Array 12x135k (All Probes),326,,
homo sapiens,A-GEOD-18964,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [HuGene21st_Hs_ENTREZG_18.0.0],326,,
salmo salar,A-MEXP-664,ARK-Genomics S.salar 17K v1.0,325,,
mus musculus,A-GEOD-10740,[MoGene-1_0-st] Affymetrix Mouse Gene 1.0 ST Array [probe set (exon) version],321,,
homo sapiens,A-GEOD-11028,"Affymetrix GeneChip Human Exon 1.0 ST Array version 1, [HuEx-1_0-st-v1]",320,,
saccharomyces cerevisiae,A-MEXP-1589,UT Austin Iyer yeast 6.4k ORF-only cDNA platform,319,,
homo sapiens,A-AFFY-143,[miRNA-2_0] Affymetrix Multispecies miRNA-2_0 Array,318,,
homo sapiens,A-GEOD-14961,Afirma-T Human Custom Array,318,,
rattus norvegicus,A-AFFY-20,Affymetrix GeneChip Rat Genome U34C [RG_U34C],318,,
homo sapiens,A-AFFY-142,Affymetrix GeneChip Genome-Wide Human SNP 6.0 [GenomeWideSNP_6],317,,
bos taurus,A-GEOD-2853,UIUC Bos taurus 13.2K 70-mer oligoarray,316,,
homo sapiens,A-MEXP-28,Peter Mac 10.5k cDNA Human array version B,316,,
arabidopsis thaliana,A-GEOD-3638,The miniarray (Arabidopsis Pathoarray) 464_001,315,,
homo sapiens,A-GEOD-8136,Agilent RISET 2.0 8x15K 60mer oligonucleotide microarray,314,,
campylobacter jejuni,A-BUGS-8,BuG@S C.jejuni 4096 CJv2_0_0,312,,
homo sapiens,A-GEOD-8542,Affymetrix GeneChip Human Genome U133 Plus 2.0 Array [CDF: Hs133P_Hs_ENTREZG.cdf],312,,
mus musculus,A-GEOD-6845,Phalanx Mouse OneArray,311,,
Multiple,A-GEOD-13916,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray ENSG Version 14.1],309,,
solanum tuberosum,A-MEXP-2272,JHI Solanum tuberosum 60k v1,309,,
homo sapiens,A-GEOD-98,[Hu35KsubA] Affymetrix Human 35K SubA Array,308,,
taeniopygia guttata,A-GEOD-9554,Songbird Neurogenomics Initiative 20K Array,308,,
vitis vinifera,A-AFFY-78,Affymetrix GeneChip Vitis vinifera (Grape) Genome Array [Vitis_Vinifera],308,,
macaca mulatta,A-GEOD-10558,Illumina HumanHT-12 V4.0 expression beadchip,307,,
folsomia candida,A-GEOD-7150,ISQ Chip Folsomia candida Collembola VU 15.7K version 2.0,304,,
streptomyces coelicolor,A-GEOD-4908,Scoelicolor_UMN_Def_v1.0,303,,
homo sapiens,A-GEOD-14550,"Agilent Human miRNA Microarray Release 14.0, G4471A (miRNA ID version)",301,,
mus musculus,A-MEXP-933,Illumina MouseWG-6 v1.1 Expression BeadChip,301,,
caenorhabditis elegans,A-GEOD-5634,[Ce25b_MR] Affymetrix C. elegans Tiling 1.0R Array,300,,
homo sapiens,A-GEOD-18761,[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [HuEx_1_0_st_v2.na29.hg18.RefSeq-core],300,,
mus musculus,A-GEOD-11204,[MoGene-1_0-st] Affymetrix Mouse Gene 1.0 ST Array [CDF: MoGene10stv1_Mm_ENST],300,,
zea mays,A-GEOD-7444,Walbot Zea mays 4x44K Agilent array,300,,
homo sapiens,A-GEOD-17810,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG_v16],299,,
ambystoma mexicanum,A-GEOD-15153,Affymetrix Ambystoma mexicanum AMBY_002 20k array [CDF: AMBY_002a520748F],298,,
homo sapiens,A-GEOD-11434,"miRCURY LNA microRNA Array, 6th generation - hsa, mmu & rno",298,,
mus musculus,A-GEOD-3677,Rosetta/Merck Mouse 430 2.0 RSTA Custom CDF microarray,298,,
gasterosteus aculeatus,A-MTAB-532,Threespine Stickleback Agilent GE 8x15K v1,297,,
homo sapiens,A-GEOD-16522,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZG_15.1.0],297,,
homo sapiens,A-GEOD-16956,Arraystar human lncRNA microarray V3,296,,
homo sapiens,A-AFFY-188,"[HT_HG-U133_Plus_PM] Affymetrix Human Genome U133 Plus PM Array [Brainarray Version 13, HTHGU133PlusPM_Hs_ENTREZG]",295,,
homo sapiens,A-GEOD-8733,DiscovArray human miRNA 13k array [HDDA],295,,
homo sapiens,A-AFFY-37,Affymetrix GeneChip Human Genome HG-U133A [HG-U133A],295,,
mus musculus,A-GEOD-2510,Rosetta/Merck (C57BL/6J X C3H/HeJ)F2 on ApoE null backgrounds 75K oligio array 1,295,,
solenopsis invicta,A-GEOD-6930,UNIL_fireant_25K_vE1.0,294,,
danio rerio,A-GEOD-14664,Agilent-026437 D. rerio (Zebrafish) Oligo Microarray V3 (Probe Name version),293,,
homo sapiens,A-GEOD-15659,Agilent-016162 PEDB Whole Human Genome Microarray 4x44K [Probe Name version],293,,
drosophila melanogaster,A-GEOD-3809,"Whole Genome, Alternative Splicing Drosophila Chip v3",288,,
homo sapiens,A-MEXP-1605,Affymetrix GeneChip Human Genome U133 Plus 2.0 [HG-U133_Plus_2],288,,
sus scrofa,A-GEOD-16569,[SNOWBALLs520824F] Affymetrix Porcine Snowball Array,288,,
homo sapiens,A-GEOD-14550,Illumina HumanMethylation450 BeadChip (HumanMethylation450_15017482_v.1.1),287,,
homo sapiens,A-AFFY-142,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (85 cols x 532 rows),286,,
arabidopsis thaliana,A-AGIL-4,Agilent Arabidopsis 2 Oligo Microarray 011839 G4136A,285,,
homo sapiens,A-GEOD-15048,Rosetta/Merck Human RSTA Custom Affymetrix 2.0 microarray [HuRSTA_2a520709.CDF],285,,
homo sapiens,A-GEOD-13218,RNG-MRC_HU25K_HsO4E,284,,
arabidopsis thaliana,A-GEOD-15719,INRA-CNRS-UEVE Arabidopsis thaliana 73K CATMAv6-HD12,282,,
populus tremula x populus alba,A-AFFY-131,Affymetrix GeneChip Poplar Genome Array [Poplar],282,,
homo sapiens,A-MEXP-2289,"Agilent human microRNA microarray (8x15k), Grid Name 021827",281,,
rattus norvegicus,A-GEOD-14746,Agilent-028282 Whole Rat Genome Microarray 4x44K v3 (Probe Name version),280,,
brassica rapa,A-GEOD-10733,Affymetrix Brassica Exon 1.0 ST,279,,
homo sapiens,A-GEOD-10191,NimbleGen Homo sapiens HG18 Expression Array (12x135k),279,,
mus musculus,A-GEOD-9734,Rosetta/Merck Mouse 38.4K RSTA Custom Affymetrix 1.0 microarray Custom CDF,279,,
salmo salar,A-GEOD-11299,Agilent-025055 Koop Lab Salmonid 44k,279,,
mus musculus,A-GEOD-9106,"MRC Toxicology Unit, Mus musculus, oligo MEEBO microarrays",278,,
arabidopsis thaliana,A-MEXP-1711,Agilent Arabidopsis V4 4x44K 021169 (85 Col x 532 Row),277,,
mus musculus,A-GEHB-3,GE Healthcare CodeLink Mouse Whole Genome Bioarray,277,,
homo sapiens,A-GEOD-7020,NuGO array (human) NuGO_Hs1a520180,276,,
homo sapiens,A-GEOD-5936,HEEBO Human oligo array,276,,
homo sapiens,A-GEOD-9053,Agilent-UNC-custom-4X44K,276,,
mus musculus,A-AFFY-3,Affymetrix GeneChip Murine Genome U74A [MG_U74A],276,,
sus scrofa,A-GEOD-7151,SLA/Immune Response/NRSP8 Pig 70 mers Oligonucleotides 3.8K + 13.3K v1,276,,
mus musculus,A-GEOD-7546,Affymetrix GeneChip Mouse Genome 430 2.0 Array [CDF: Mm_ENTREZG_10],275,,
candida albicans,A-MEXP-797,Eurogentec Candida A080D,274,,
triticum aestivum,A-MEXP-1928,INRA_GDEC_T. aestivum_NimbleGen_12x40K_unigenes_chip_ v1,274,,
homo sapiens,A-GEOD-10739,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [probe set (exon) version],273,,
drosophila melanogaster,A-GEOD-8593,NimbleGen Drosophila melanogaster 145K 12plex custom expression array (080523_D_melanogaster_5.5_expr),272,,
methanococcus maripaludis s2,A-GEOD-15063,Agilent-029364 ISB Mmp 60K 60mer tiling array,272,,
homo sapiens,A-GEOD-14360,BCCRC whole genome tilling path array v2 (March 2006 build),271,,
mus musculus,A-GEOD-11094,[GLYCOv2a520086F] Custom Affymetrix Glyco v2 GeneChip,271,,
drosophila melanogaster,A-GEOD-6949,"Drosophila melanogaster Whole Genome ChIP-on-Chip Set 244K, Microarray 1 of 3 Agilent 019182",270,,
drosophila melanogaster,A-GEOD-6950,"Drosophila melanogaster Whole Genome ChIP-on-Chip Set 244K, Microarray 1 of 3 Agilent 019182",270,,
drosophila melanogaster,A-GEOD-6951,"Drosophila melanogaster Whole Genome ChIP-on-Chip Set 244K, Microarray 1 of 3 Agilent 019182",270,,
homo sapiens,A-GEOD-17047,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZG_15.0.0],270,,
homo sapiens,A-GEOD-8027,NIA/NIH Human Focused Immune Array 4600,270,,
bacillus subtilis subsp. subtilis str. 168,A-GEOD-13149,BaSysBio Bacillus subtilis T1 385K array,269,,
homo sapiens,A-GEOD-4611,Illumina Human 49K Oligo array(HEEBO-7 set),269,,
saccharomyces cerevisiae,A-GEOD-13492,NimbleGen S. cerevisiae Gene Expression (12x135K),269,,
sus scrofa,A-GEOD-6173,DJF Pig 55K v1,269,,
Multiple,A-AFFY-43,Affymetrix GeneChip Human Genome U133 Plus 2.0 [HG-U133_Plus_2],268,,
homo sapiens,A-GEOD-7088,CCDTM Hs_CCDTM36k - version 1,268,,
medicago truncatula,A-GEOD-16373,NimbleGen custom IRHS_Medtr_102K_v1,268,,
saccharomyces cerevisiae,A-AFFY-118,Affymetrix GenFlex Tag 16K Array,268,,
solenopsis invicta,A-GEOD-11109,UNIL_fireant_25K_vG_and_vI,268,,
anopheles gambiae,A-MEXP-2196,LSTM_An.gambiae_s.s._AGAM15K_V1.0,266,,
homo sapiens,A-GEOD-1528,NCI/ATC Hs-OperonV2,264,,
homo sapiens,A-GEOD-17220,Homo sapiens in house printed microRNAExiqon LNA probes microarray v1,264,,
homo sapiens,A-GEOD-4508,Tsinghua University mammalian 2K microRNA microarray,263,,
homo sapiens,A-MEXP-2276,Agilent 031181 Human and human viral miRNAs 8x60k,263,,
mus musculus,A-AFFY-45,Affymetrix GeneChip Murine Genome U74Av2 [MG_U74Av2],263,,
homo sapiens,A-MEXP-255,DKFZ_H_sapiens_Neuroblastoma_Chip_10k_v3,262,,
homo sapiens,A-GEOD-11432,"miRCURY LNA microRNA Array, 5th generation - hsa, mmu & rno",261,,
homo sapiens,A-AFFY-32,[Hu35KsubA] Affymetrix Human 35K SubA Array,261,,
lotus japonicus,A-AFFY-90,Affymetrix Custom Array - Lotus [Lotus1a520343],261,,
mytilus galloprovincialis,A-GEOD-10269,Mussel MytArray 1.1,261,,
danio rerio,A-GEOD-7735,LU/IBL_D.rerio_44k_015747,259,,
drosophila melanogaster,A-GEOD-6056,HartlLab_Drosophilamelanogaster_PCRproducts_22k,259,,
arabidopsis thaliana,A-MEXP-118,CATMA2.1_URGV-Arabidopsis thaliana-25k-1,258,,
homo sapiens,A-GEOD-6984,Illumina Human1M-Duov3 DNA Analysis BeadChip (Human1M-Duov3_B),258,,
Multiple,A-AGIL-28,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (85 cols x 532 rows),257,,
saccharomyces cerevisiae,A-GEOD-13254,UWAPG GPL9529 Saccharomyces cerevisiae v1.0 [ORF centered],257,,
eucalyptus grandis x eucalyptus urophylla,A-GEOD-10939,EMBRAPA/Grattapaglia Eucalyptus 44K genotyping array v1.0,256,,
Multiple,A-GEOD-13158,[HT_HG-U133_Plus_PM] Affymetrix HT HG-U133+ PM Array Plate,255,,
Multiple,A-GEOD-13281,Agilent-031422 S_pneumoniae_CGH,255,,
homo sapiens,A-GEOD-19730,Agilent-046064 Unrestricted_Human_miRNA_V19.0_Microarray (Probe Name version),255,,
mus musculus,A-GEOD-18615,[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array [CDF: Mouse4302_Mm_ENTREZG.cdf Brainarray version 17.0.0],255,,
ovis aries,A-AFFY-128,Affymetrix GeneChip Bovine Genome Array Bovine,255,,
homo sapiens,A-GEOD-16543,Agilent-038166 cbc_human_miR18.0,254,,
oryza sativa,A-GEOD-8852,Agilent rice genome 4X44k array,254,,
platichthys flesus,A-MAXD-12,Birmingham Platichthys flesus 28K GENIPOL1,254,,
Multiple,A-AFFY-141,Affymetrix GeneChip Mouse Gene 1.0 ST Array [MoGene-1_0-st-v1],252,,
hordeum vulgare,A-GEOD-16130,Agilent-15513 Barley full length cDNA Microarray,252,,
mus musculus,A-GEOD-19390,Agilent-047111 MAD_MMv2_Agilent_E_135 Mouse Custom microarray (GeneID version),252,,
homo sapiens,A-GEOD-20614,[miRNA-3_0] Affymetrix Multispecies miRNA-3 Array [Hs_MIRBASEG],250,,
mus musculus,A-GEOD-14178,[HTMG430PM_Mm_ENTREZG] Affymetrix HT MG-430 PM Array Plate [Brainarray version 13],250,,
schizosaccharomyces pombe,A-AFFY-47,Affymetrix GeneChip Yeast Genome 2.0 Array [Yeast_2],250,,
homo sapiens,A-GEOD-15798,Affymetrix HT HG-U133+ PM Array Plate [CDF: HTHGU133PlusPM_Hs_ENTREZG],249,,
